Customer,Contract ,Item Code,Item Name,Unit of Measure (UoM),Rate,Item Description,Xero Account

Lend Lease,Lend Lease - ODM,HF-01-01-13/01-01,Installation of aerial mounted power blocker in existing network,per device," $	105.33 ",Installation of aerial mounted power blocker in existing network,45403

Lend Lease,Lend Lease - ODM,HF-01-01-14/01-01,Installation of aerial RF splice in existing network,Per Splice," $	95.44 ",Installation of aerial RF splice in existing network,45403

Lend Lease,Lend Lease - ODM,HF-01-01-15/01-01,"Installation of an earth to an existing aerial active device where no earth has been provided or is unserviceable",Per device," $	118.70 ","Installation of an earth to an existing aerial active device where no earth has been provided or is unserviceable",45403

Lend Lease,Lend Lease - ODM,HF-01-01-16/01-01,Installation of tie-cabling from PCD to wall plate,Per wall plate," $	141.69 ",Installation of tie-cabling from PCD to wall plate,45403

Lend Lease,Lend Lease - ODM,HF-01-02-04/01-01,Replacement of aerial tap face plate in the existing network,Per face plate," $	96.52 ",Replacement of aerial tap face plate in the existing network,45403

Lend Lease,Lend Lease - ODM,HF-01-02-05/01-01,Replacement of existing PCD with a lock box,Per PCD," $	51.05 ",Replacement of existing PCD with a lock box,45403

Lend Lease,Lend Lease - ODM,HF-01-03-01/01-01,Removal of aerial bridger amplifier or aerial line extender amplifier in existing network,Per device," $	161.90 ",Removal of aerial bridger amplifier or aerial line extender amplifier in existing network,45403

Lend Lease,Lend Lease - ODM,HF-01-03-02/01-01,Removal of aerial coupler or aerial network splitter in existing network,Per device," $	107.19 ",Removal of aerial coupler or aerial network splitter in existing network,45403

Lend Lease,Lend Lease - ODM,HF-01-03-03/01-01,Removal of aerial tap in existing network,Per tap," $	51.83 ",Removal of aerial tap in existing network,45403

Lend Lease,Lend Lease - ODM,HF-01-03-04/01-01,Removal of aerial terminator in existing network,Per terminator," $	35.08 ",Removal of aerial terminator in existing network,45403

Lend Lease,Lend Lease - ODM,HF-01-03-05/01-01,Removal of aerial power blocker in existing network,per device," $	116.81 ",Removal of aerial power blocker in existing network,45403

Lend Lease,Lend Lease - ODM,HF-01-03-06/01-01,"Removal of existing aerial line power supply, line power inserter and pedestal housing in existing network",Per pedestal housing," $	311.53 ","Removal of existing aerial line power supply, line power inserter and pedestal housing in existing network",45403

Lend Lease,Lend Lease - ODM,HF-02-01-01/01-01,Installation of non-aerial bridger amplifier in new network,Per bridge amplifier," $	108.29 ",Installation of non-aerial bridger amplifier in new network,45403

Lend Lease,Lend Lease - ODM,HF-02-01-02/01-01,Installation of non-aerial bridger amplifier in existing network,Per bridge amplifier," $	118.43 ",Installation of non-aerial bridger amplifier in existing network,45403

Lend Lease,Lend Lease - ODM,HF-02-01-03/01-01,Installation of non-aerial line-extender amplifier in new network,Per line-extender amplifier," $	95.57 ",Installation of non-aerial line-extender amplifier in new network,45403

Lend Lease,Lend Lease - ODM,HF-02-01-04/01-01,Installation of non-aerial line-extender amplifier to existing network,Per line-extender amplifier," $	103.93 ",Installation of non-aerial line-extender amplifier to existing network,45403

Lend Lease,Lend Lease - ODM,HF-02-01-05/01-01,"Installation of non-aerial directional coupler, network splitter, line equaliser or line power inserter in new network",Per coupler or network splitter or line power inserter," $	73.75 ","Installation of non-aerial directional coupler, network splitter, line equaliser or line power inserter in new network",45403

Lend Lease,Lend Lease - ODM,HF-02-01-06/01-01,"Installation of non-aerial directional coupler, network splitter, line equaliser or line power inserter in existing network",Per coupler or network splitter or line power inserter," $	89.10 ","Installation of non-aerial directional coupler, network splitter, line equaliser or line power inserter in existing network",45403

Lend Lease,Lend Lease - ODM,HF-02-01-07/01-01,Installation of non-aerial mounted tap in new network,Per tap," $	45.95 ",Installation of non-aerial mounted tap in new network,45403

Lend Lease,Lend Lease - ODM,HF-02-01-08/01-01,Installation of non-aerial tap in existing network,Per tap," $	79.44 ",Installation of non-aerial tap in existing network,45403

Lend Lease,Lend Lease - ODM,HF-02-01-09/01-01,Supply and install optical patch cable within HDODF,Per patch cable," $	34.89 ",Supply and install optical patch cable within HDODF,45403

Lend Lease,Lend Lease - ODM,HF-02-01-10/01-01,Supply and Installation of pedestal,Per pedestal," $	1154.68 ",Supply and Installation of pedestal,45403

Lend Lease,Lend Lease - ODM,HF-02-01-11/01-01,Installation of non-aerial power blocker in existing network,per device," $	50.35 ",Installation of non-aerial power blocker in existing network,45403

Lend Lease,Lend Lease - ODM,HF-02-01-12/01-01,Installation of non-aerial RF splice in existing network,Per Splice," $	44.33 ",Installation of non-aerial RF splice in existing network,45403

Lend Lease,Lend Lease - ODM,HF-02-01-13/01-01,Installation of power blocker in conjunction with the installation of a new device in either aerial or non-aerial environment in new network,per device," $	34.17 ",Installation of power blocker in conjunction with the installation of a new device in either aerial or non-aerial environment in new network,45403

Lend Lease,Lend Lease - ODM,HF-02-01-14/01-01,Installation of an earth to an existing non aerial active device where no earth has been provided,Per device," $	108.69 ",Installation of an earth to an existing non aerial active device where no earth has been provided,45403

Lend Lease,Lend Lease - ODM,HF-02-02-03/01-01,Replacement of non-aerial tap face plate in the existing network,Per face plate," $	42.14 ",Replacement of non-aerial tap face plate in the existing network,45403

Lend Lease,Lend Lease - ODM,HF-02-02-04/01-01,"Installation of an earth to an existing non aerial active device where the existing earth is unserviceable",Per earth," $	79.45 ","Installation of an earth to an existing non aerial active device where the existing earth is unserviceable",45403

Lend Lease,Lend Lease - ODM,HF-02-03-01/01-01,Removal of non-aerial bridger amplifier or non- aerial line extender amplifier in existing network,Per non-aerial bridger amplifier or non-aerial line extender amplifier device," $	68.81 ",Removal of non-aerial bridger amplifier or non- aerial line extender amplifier in existing network,45403

Lend Lease,Lend Lease - ODM,HF-02-03-02/01-01,Removal of non-aerial coupler or non-aerial network splitter in existing network,Per device," $	83.44 ",Removal of non-aerial coupler or non-aerial network splitter in existing network,45403

Lend Lease,Lend Lease - ODM,HF-02-03-03/01-01,Removal of non-aerial tap in existing network,Per tap," $	44.52 ",Removal of non-aerial tap in existing network,45403

Lend Lease,Lend Lease - ODM,HF-02-03-04/01-01,Removal of non-aerial terminator in existing network,Per terminator," $	26.05 ",Removal of non-aerial terminator in existing network,45403

Lend Lease,Lend Lease - ODM,HF-02-03-05/01-01,Removal of non aerial power blocker in existing network,per device," $	55.99 ",Removal of non aerial power blocker in existing network,45403

Lend Lease,Lend Lease - ODM,HF-02-03-06/01-01,"Removal of existing  line power supply, line power inserter and pedestal housing in existing network",Per pedestal housing," $	243.54 ","Removal of existing  line power supply, line power inserter and pedestal housing in existing network",45403

Lend Lease,Lend Lease - ODM,HF-03-01-01/01-01,Proof of performance testing,per device," $	86.60 ",Proof of performance testing,45403

Lend Lease,Lend Lease - ODM,HF-03-01-02/01-01,Return path noise testing of an optical node in the existing network,Per optical node," $	113.98 ",Return path noise testing of an optical node in the existing network,45403

Lend Lease,Lend Lease - ODM,HF-03-02-01/01-01,Alignment of aerial HFC active equipment,Per HFC active equipment," $	281.26 ",Alignment of aerial HFC active equipment,45403

Lend Lease,Lend Lease - ODM,HF-03-02-02/01-01,Alignment of non-aerial HFC active equipment,Per HFC active equipment," $	74.21 ",Alignment of non-aerial HFC active equipment,45403

Lend Lease,Lend Lease - ODM,HF-03-02-04/01-01,Reconfigure output of aerial directional coupler or aerial network splitter in an existing network,per device," $	122.38 ",Reconfigure output of aerial directional coupler or aerial network splitter in an existing network,45403

Lend Lease,Lend Lease - ODM,HF-03-02-05/01-01,Reconfigure output non-aerial directional coupler or network splitter in existing network,per device," $	77.74 ",Reconfigure output non-aerial directional coupler or network splitter in existing network,45403

Lend Lease,Lend Lease - ODM,HF-04-01-01/01-01,Earthing of catenary wire,Per earth," $	119.39 ",Earthing of catenary wire,45403

Lend Lease,Lend Lease - ODM,LL-01-01-01/01-04,Supply and Install TDUX,Per TDUX," $	80.00 ",Supply and Install TDUX,45403

Lend Lease,Lend Lease - ODM,LL-01-01-01/01-05,Supply and Install Cable Bearer,Per cable bearer," $	50.00 ",Supply and Install Cable Bearer,45403

Lend Lease,Lend Lease - ODM,MD-01-01-01/01-01,Supply & Installation of catenary wire system in buildings,Per linear metre," $	10.65 ",Supply & Installation of catenary wire system in buildings,45403

Lend Lease,Lend Lease - ODM,MD-01-01-01-AH/01-01,Supply & Installation of catenary wire system in buildings outside working hours,Per linear metre," $	23.89 ",Supply & Installation of catenary wire system in buildings outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-01-02/01-01,Supply & Installation of cable tray in buildings,Per linear metre," $	36.79 ",Supply & Installation of cable tray in buildings,45403

Lend Lease,Lend Lease - ODM,MD-01-01-02-AH/01-01,Supply & Installation of cable tray in buildings outside working hours,Per linear metre," $	54.17 ",Supply & Installation of cable tray in buildings outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-01-03/01-01,Supply and installation of ducting <30mm width,Per linear metre," $	18.21 ",Supply and installation of ducting <30mm width,45403

Lend Lease,Lend Lease - ODM,MD-01-01-03-AH/01-01,Supply and installation of ducting <30mm width outside working hours,Per linear metre," $	26.94 ",Supply and installation of ducting <30mm width outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-01-04/01-01,Supply and installation of ducting >30mm width,Per linear metre," $	29.02 ",Supply and installation of ducting >30mm width,45403

Lend Lease,Lend Lease - ODM,MD-01-01-04-AH/01-01,Supply and installation of ducting >30mm width outside working hours,Per linear metre," $	49.33 ",Supply and installation of ducting >30mm width outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-01-05/01-01,Supply and installation of conduit,Per linear metre," $	9.32 ",Supply and installation of conduit,45403

Lend Lease,Lend Lease - ODM,MD-01-01-05-AH/01-01,Supply and installation of conduit outside working hours,Per linear metre," $	14.08 ",Supply and installation of conduit outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-01-06/01-01,Installation of One Pass Fibre Pathway in buildings,Per linear metre," $	10.90 ",Installation of One Pass Fibre Pathway in buildings,45403

Lend Lease,Lend Lease - ODM,MD-01-01-06-AH/01-01,Installation of One Pass Fibre Pathway in buildings outside working hours,Per linear metre," $	15.58 ",Installation of One Pass Fibre Pathway in buildings outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-01-07/01-01,Connecting One Pass Fibre Pathway to ICD or PCD,Each ICD or PCD," $	40.55 ",Connecting One Pass Fibre Pathway to ICD or PCD,45403

Lend Lease,Lend Lease - ODM,MD-01-01-07-AH/01-01,Connecting One Pass Fibre Pathway to ICD or PCD outside working hours,Each ICD or PCD," $	56.77 ",Connecting One Pass Fibre Pathway to ICD or PCD outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-07-01/01-01,"Installation of Fibre Collector Distributor (FCD) or Fibre Distribution Terminal (FDT) or Cable Transition Location (CTL) within buildings","Each FCD, FDT or CTL"," $	95.13 ","Installation of Fibre Collector Distributor (FCD) or Fibre Distribution Terminal (FDT) or Cable Transition Location (CTL) within buildings",45403

Lend Lease,Lend Lease - ODM,MD-01-07-01-AH/01-01,Installation of Fibre Collector Distributor (FCD) or Fibre Distribution Terminal (FDT) or Cable Transition Location (CTL) within buildings outside working hours,"Each FCD, FDT or CTL"," $	146.06 ",Installation of Fibre Collector Distributor (FCD) or Fibre Distribution Terminal (FDT) or Cable Transition Location (CTL) within buildings outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-07-02/01-01,Installation of Premises Distribution Hub (PDH),Each PDH," $	198.21 ",Installation of Premises Distribution Hub (PDH),45403

Lend Lease,Lend Lease - ODM,MD-01-07-02-AH/01-01,Installation of Premises Distribution Hub (PDH) outside working hours,Each PDH," $	231.91 ",Installation of Premises Distribution Hub (PDH) outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-07-03/01-01,Installation of Internal Connection Device (ICD) or Premises Connection Device (PCD),Each ICD or PCD," $	33.12 ",Installation of Internal Connection Device (ICD) or Premises Connection Device (PCD),45403

Lend Lease,Lend Lease - ODM,MD-01-07-03-AH/01-01,Installation of Internal Connection Device (ICD) or Premises Connection Device (PCD) outside working hours,Each ICD or PCD," $	46.73 ",Installation of Internal Connection Device (ICD) or Premises Connection Device (PCD) outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-07-04/01-01,Installation of a fibre wall outlet,Per outlet," $	19.96 ",Installation of a fibre wall outlet,45403

Lend Lease,Lend Lease - ODM,MD-01-07-04-AH/01-01,Installation of a fibre wall outlet outside working hours,Per outlet," $	23.34 ",Installation of a fibre wall outlet outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-07-06/01-01,Installation of apartment amplifier in buildings,Per amplifier," $	88.61 ",Installation of apartment amplifier in buildings,45403

Lend Lease,Lend Lease - ODM,MD-01-07-07/01-01,Installation of MDU security enclosure,Per MDU security enclosure," $	68.30 ",Installation of MDU security enclosure,45403

Lend Lease,Lend Lease - ODM,MD-01-07-08/01-01,Installation of tap in buildings,Per tap," $	71.56 ",Installation of tap in buildings,45403

Lend Lease,Lend Lease - ODM,MD-01-07-09/01-01,Installation of directional coupler or splitter in buildings,Per directional coupler or splitter," $	71.56 ",Installation of directional coupler or splitter in buildings,45403

Lend Lease,Lend Lease - ODM,MD-01-07-10/01-01,Extra over rate for the Installation of an isolator in buildings,Per Isolator," $	14.21 ",Extra over rate for the Installation of an isolator in buildings,45403

Lend Lease,Lend Lease - ODM,MD-01-07-11/01-01,Replacement of tap in buildings,Per Tap," $	54.69 ",Replacement of tap in buildings,45403

Lend Lease,Lend Lease - ODM,MD-01-07-12/01-01,Replacement of tap faceplate in buildings,Per face plate," $	36.98 ",Replacement of tap faceplate in buildings,45403

Lend Lease,Lend Lease - ODM,MD-01-07-13/01-01,"Removal of tap, isolator, directional coupler or splitter in buildings only",Per device," $	47.81 ","Removal of tap, isolator, directional coupler or splitter in buildings only",45403

Lend Lease,Lend Lease - ODM,MD-01-07-14/01-01,Removal of an apartment amplifier in buildings,per device," $	57.37 ",Removal of an apartment amplifier in buildings,45403

Lend Lease,Lend Lease - ODM,MD-01-07-15/01-01,Installation of Building Fibre Distributor (BUDI),Each BFD," $	346.65 ",Installation of Building Fibre Distributor (BUDI),45403

Lend Lease,Lend Lease - ODM,MD-01-07-15-AH/01-01,Installation of Building Fibre Distributor (BUDI) outside working hours,Each BFD," $	450.64 ",Installation of Building Fibre Distributor (BUDI) outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-07-16/01-01,Installation of Splitter Distribution Terminal (SDT),Each SDT," $	189.79 ",Installation of Splitter Distribution Terminal (SDT),45403

Lend Lease,Lend Lease - ODM,MD-01-07-16-AH/01-01,Installation of Splitter Distribution Terminal (SDT) outside working hours,Each SDT," $	246.73 ",Installation of Splitter Distribution Terminal (SDT) outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-07-17/01-01,Installation of additional NG4 tray,per device," $	26.14 ",Installation of additional NG4 tray,45403

Lend Lease,Lend Lease - ODM,MD-01-07-18/01-01,Installation of additional OCM-6 module,per device," $	36.59 ",Installation of additional OCM-6 module,45403

Lend Lease,Lend Lease - ODM,MD-01-07-19/01-01,Installation of additional PCD splice tray,per device," $	31.38 ",Installation of additional PCD splice tray,45403

Lend Lease,Lend Lease - ODM,MD-01-08-01/01-01,Provide a wall penetration in brick or concrete wall only,Each wall penetration," $	103.36 ",Provide a wall penetration in brick or concrete wall only,45403

Lend Lease,Lend Lease - ODM,MD-01-08-01-AH/01-01,Provide a wall penetration in brick or concrete wall only outside working hours,Each wall penetration," $	183.44 ",Provide a wall penetration in brick or concrete wall only outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-08-02/01-01,Provide a wall penetration in a plasterboard wall only,Each wall penetration," $	4.58 ",Provide a wall penetration in a plasterboard wall only,45403

Lend Lease,Lend Lease - ODM,MD-01-08-02-AH/01-01,Provide a wall penetration in a plasterboard wall only outside working hours,Each wall penetration," $	6.56 ",Provide a wall penetration in a plasterboard wall only outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-08-03/01-01,Provide a floor penetration above 50mm diameter,Each floor penetration," $	297.39 ",Provide a floor penetration above 50mm diameter,45403

Lend Lease,Lend Lease - ODM,MD-01-08-03-AH/01-01,Provide a floor penetration above 50mm diameter outside working hours,Each floor penetration," $	321.26 ",Provide a floor penetration above 50mm diameter outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-08-04/01-01,Provide a floor penetration up to and including 50mm diameter,Each floor penetration," $	172.88 ",Provide a floor penetration up to and including 50mm diameter,45403

Lend Lease,Lend Lease - ODM,MD-01-08-04-AH/01-01,Provide a floor penetration up to and including 50mm diameter outside working hours,Each floor penetration," $	260.06 ",Provide a floor penetration up to and including 50mm diameter outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-01-08-05/01-01,Supply and installation of appropriate fire stopping method as required,Per Penetration," $	52.78 ",Supply and installation of appropriate fire stopping method as required,45403

Lend Lease,Lend Lease - ODM,MD-01-08-05-AH/01-01,Supply and installation of appropriate fire stopping method as required outside working hours,Per Penetration," $	68.61 ",Supply and installation of appropriate fire stopping method as required outside working hours,45403

Lend Lease,Lend Lease - ODM,MD-02-01-01/01-01,Installation of a single service drop sheath (SDS) on a single span to a multi dwelling unit,Per aerial service drop," $	165.66 ",Installation of a single service drop sheath (SDS) on a single span to a multi dwelling unit,45403

Lend Lease,Lend Lease - ODM,MD-02-01-02/01-01,Extra over rate for additional spans for an aerial service drop to a multi dwelling unit,Each additional Span," $	99.14 ",Extra over rate for additional spans for an aerial service drop to a multi dwelling unit,45403

Lend Lease,Lend Lease - ODM,MD-02-01-03/01-01,Extra over rate for supply and installation of an raiser pole on a building.,Each raiser pole installed," $	65.42 ",Extra over rate for supply and installation of an raiser pole on a building.,45403

Lend Lease,Lend Lease - ODM,MD-02-01-04/01-01,Installation of service drop sheath underground to a multi dwelling unit,Per service drop," $	206.45 ",Installation of service drop sheath underground to a multi dwelling unit,45403

Lend Lease,Lend Lease - ODM,MD-02-01-05/01-01,Installation of direct service drop sheath underground to a multi dwelling unit,Per direct service drop," $	214.68 ",Installation of direct service drop sheath underground to a multi dwelling unit,45403

Lend Lease,Lend Lease - ODM,MD-02-01-10/01-01,Extend a developer supplied MDU lead-in starter pipe to the nominated network pit,Per Starter Pipe," $	262.38 ",Extend a developer supplied MDU lead-in starter pipe to the nominated network pit,45403

Lend Lease,Lend Lease - ODM,MD-02-02-01/01-01,Replace existing copper aerial lead-in with new copper aerial lead-in to a multi dwelling unit,Per existing copper aerial lead-in replaced. Per Span," $	209.28 ",Replace existing copper aerial lead-in with new copper aerial lead-in to a multi dwelling unit,45403

Lend Lease,Lend Lease - ODM,MD-02-02-02/01-01,Installation of aerial copper service drop to a multi dwelling unit,Per aerial copper service drop," $	209.28 ",Installation of aerial copper service drop to a multi dwelling unit,45403

Lend Lease,Lend Lease - ODM,MD-02-02-03/01-01,Installation of non-aerial copper service drop to a multi dwelling unit,Per non-aerial copper service drop," $	112.02 ",Installation of non-aerial copper service drop to a multi dwelling unit,45403

Lend Lease,Lend Lease - ODM,MD-02-03-01/01-01,Installation of a coaxial drop cable on a single span to a multi dwelling unit,Per aerial service drop," $	129.09 ",Installation of a coaxial drop cable on a single span to a multi dwelling unit,45403

Lend Lease,Lend Lease - ODM,MD-02-03-02/01-01,Extra over rate for installation of a new coaxial drop cable in-span to a multi dwelling unit,Per in-span Drop," $	51.97 ",Extra over rate for installation of a new coaxial drop cable in-span to a multi dwelling unit,45403

Lend Lease,Lend Lease - ODM,MD-02-03-03/01-01,Extra over rate for additional spans for a aerial coaxial service drop to a multi dwelling unit,Each additional Span," $	76.29 ",Extra over rate for additional spans for a aerial coaxial service drop to a multi dwelling unit,45403

Lend Lease,Lend Lease - ODM,MD-02-03-04/01-01,Installation of non-aerial coaxial service drop to a multi dwelling unit,Per coaxial service drop," $	122.45 ",Installation of non-aerial coaxial service drop to a multi dwelling unit,45403

Lend Lease,Lend Lease - ODM,MD-02-03-05/01-01,Extra over for supply and Installation of rooftop raiser on a building,Per raiser pole installed," $	74.72 ",Extra over for supply and Installation of rooftop raiser on a building,45403

Lend Lease,Lend Lease - ODM,MD-03-02-01/01-01,Separable Portion Documentation Fee,Per Workorder," $	193.84 ",Separable Portion Documentation Fee,45403

Lend Lease,Lend Lease - ODM,MD-03-02-02/01-01,Installation of Splitter for RF / Wired TV,Per Device," $	19.96 ",Installation of Splitter for RF / Wired TV,45403

Lend Lease,Lend Lease - ODM,MD-03-02-03/01-01,Extra-over for Installation of Fibre TV receiver co- located with an NTD,Per Device," $	19.21 ",Extra-over for Installation of Fibre TV receiver co- located with an NTD,45403

Lend Lease,Lend Lease - ODM,PD-05-01-01/01-01,Pit and Pipe inspection for certification of Third Party Works,Per Pit," $	32.16 ",Pit and Pipe inspection for certification of Third Party Works,45403

Lend Lease,Lend Lease - ODM,PS-01-01-01/01-01,Telecommunications service provider fees,Amount of the fee," $	1.00 ",Telecommunications service provider fees,45403

Lend Lease,Lend Lease - ODM,PS-01-01-02/01-01,Pole make ready works,Cost of pole make ready works," $	1.00 ",Pole make ready works,45403

Lend Lease,Lend Lease - ODM,PS-01-01-03/01-01,Supply and install standard GPO as per design,Cost of GPO installation," $	1.00 ",Supply and install standard GPO as per design,45403

Lend Lease,Lend Lease - ODM,PS-01-01-04/01-01,Certification and professional services fees associated with activities not otherwise specified in Activity Scope,Amount of the fee," $	1.00 ",Certification and professional services fees associated with activities not otherwise specified in Activity Scope,45403

Lend Lease,Lend Lease - ODM,PS-01-01-05/01-01,Registered Surveyor Works,Amount of the fee," $	1.00 ",Registered Surveyor Works,45403

Lend Lease,Lend Lease - ODM,PS-01-01-06/01-01,Contaminated Waste Material Removal,Amount of the fee," $	1.00 ",Contaminated Waste Material Removal,45403

Lend Lease,Lend Lease - ODM,PS-01-01-07/01-01,Traffic Control - All costs associated with the hire of professional traffic control units,Amount of the fee," $	1.00 ",Traffic Control - All costs associated with the hire of professional traffic control units,45403

Lend Lease,Lend Lease - ODM,PS-01-01-08/01-01,Local Authority Charges,Amount of the fee," $	1.00 ",Local Authority Charges,45403

Lend Lease,Lend Lease - ODM,PS-01-01-09/01-01,Council breakout and reinstatement,Amount of the fee," $	1.00 ",Council breakout and reinstatement,45403

Lend Lease,Lend Lease - ODM,PS-01-01-10/01-01,Construction works in building not contained within the Activity Scope,Cost of the works and fees," $	1.00 ",Construction works in building not contained within the Activity Scope,45403

Lend Lease,Lend Lease - ODM,PS-01-01-11/01-01,Aerial pole replacement,Amount of the fee," $	1.00 ",Aerial pole replacement,45403

Lend Lease,Lend Lease - ODM,PS-01-01-12/01-01,Third party aerial design management fees,Amount of the fee," $	1.00 ",Third party aerial design management fees,45403

Lend Lease,Lend Lease - ODM,PS-01-01-13/01-01,Supply and install electricity connection as per design,Amount of the fee," $	1.00 ",Supply and install electricity connection as per design,45403

Lend Lease,Lend Lease - ODM,SA-01-01-01/01-01,Service activation Pre-Scope,Per Workorder," $	52.37 ",Service activation Pre-Scope,45403

Lend Lease,Lend Lease - ODM,SD-01-01-01/01-01,"Extra over rate for the supply and install of new lead-in pipe, minimum charge 6 metres route length, by any means",Per linear metre," $	36.35 ","Extra over rate for the supply and install of new lead-in pipe, minimum charge 6 metres route length, by any means",45403

Lend Lease,Lend Lease - ODM,SD-01-01-02/01-01,Extra over rate for supply and installation of an raiser pole on a building.,Per raiser pole," $	74.72 ",Extra over rate for supply and installation of an raiser pole on a building.,45403

Lend Lease,Lend Lease - ODM,SD-01-01-03/01-01,Supply and install of Y connectors,Per Y connector," $	114.37 ",Supply and install of Y connectors,45403

Lend Lease,Lend Lease - ODM,SD-01-01-04/01-01,Supply and install new lead-in starter pipe,Per Starter Pipe," $	82.31 ",Supply and install new lead-in starter pipe,45403

Lend Lease,Lend Lease - ODM,SD-01-01-05/01-01,Extra over rate for the supply and install of new lead-in starter pipe greater than 2 meters in length,Per linear metre," $	40.28 ",Extra over rate for the supply and install of new lead-in starter pipe greater than 2 meters in length,45403

Lend Lease,Lend Lease - ODM,SD-01-02-01/01-01,Extra over rate to repair lead-in conduit,Per repaired lead-in conduit," $	41.32 ",Extra over rate to repair lead-in conduit,45403

Lend Lease,Lend Lease - ODM,SD-02-01-01/01-01,Installation of a single service drop sheath on a single span to a single dwelling unit,Per aerial service drop," $	165.66 ",Installation of a single service drop sheath on a single span to a single dwelling unit,45403

Lend Lease,Lend Lease - ODM,SD-02-01-02/01-01,Extra over rate for additional spans for an aerial service drop to a single dwelling unit,Each additional Span," $	99.14 ",Extra over rate for additional spans for an aerial service drop to a single dwelling unit,45403

Lend Lease,Lend Lease - ODM,SD-02-01-03/01-01,Installation of service drop sheath underground to a single dwelling unit,Per service drop," $	143.40 ",Installation of service drop sheath underground to a single dwelling unit,45403

Lend Lease,Lend Lease - ODM,SD-02-01-04/01-01,Installation of direct service drop sheath underground to a single dwelling unit,Per direct service drop," $	258.84 ",Installation of direct service drop sheath underground to a single dwelling unit,45403

Lend Lease,Lend Lease - ODM,SD-02-02-01/01-01,Replace existing copper aerial lead-in with new copper aerial lead-in to a single dwelling unit,Per existing copper aerial lead-in replaced. Per Span," $	147.33 ",Replace existing copper aerial lead-in with new copper aerial lead-in to a single dwelling unit,45403

Lend Lease,Lend Lease - ODM,SD-02-02-02/01-01,Installation of aerial copper service drop to a single dwelling unit,Per aerial copper service drop," $	172.10 ",Installation of aerial copper service drop to a single dwelling unit,45403

Lend Lease,Lend Lease - ODM,SD-02-02-03/01-01,Installation of non-aerial copper service drop to a single dwelling unit,Per non-aerial copper service drop," $	131.09 ",Installation of non-aerial copper service drop to a single dwelling unit,45403

Lend Lease,Lend Lease - ODM,SD-02-02-04/01-01,Extra over rate for installation of a new copper drop cable in-span to a single dwelling unit,Per in-span Drop," $	125.06 ",Extra over rate for installation of a new copper drop cable in-span to a single dwelling unit,45403

Lend Lease,Lend Lease - ODM,SD-02-03-01/01-01,Installation of a coaxial drop cable on a single span to a single dwelling unit,Per aerial service drop," $	129.09 ",Installation of a coaxial drop cable on a single span to a single dwelling unit,45403

Lend Lease,Lend Lease - ODM,SD-02-03-02/01-01,Extra over rate for installation of a new coaxial drop cable in-span to a single dwelling unit,Per in-span Drop," $	59.81 ",Extra over rate for installation of a new coaxial drop cable in-span to a single dwelling unit,45403

Lend Lease,Lend Lease - ODM,SD-02-03-03/01-01,Extra over rate for additional spans for a aerial coaxial service drop to a single dwelling unit,Each additional Span," $	78.56 ",Extra over rate for additional spans for a aerial coaxial service drop to a single dwelling unit,45403

Lend Lease,Lend Lease - ODM,SD-02-03-04/01-01,Installation of non-aerial coaxial service drop to a single dwelling unit,Per coaxial service drop," $	84.26 ",Installation of non-aerial coaxial service drop to a single dwelling unit,45403

Lend Lease,Lend Lease - ODM,TB-01-01-01/01-01,Electrician (inclusive plant and equipment),Per hour," $	67.61 ",Electrician (inclusive plant and equipment),45403

Lend Lease,Lend Lease - ODM,TB-01-01-01-AH/01-01,Electrician (inclusive plant and equipment) – outside working hours,Per Hour," $	91.93 ",Electrician (inclusive plant and equipment) – outside working hours,45403

Lend Lease,Lend Lease - ODM,TB-01-01-02/01-01,Fibre Technician (inclusive plant and equipment),Per hour," $	58.10 ",Fibre Technician (inclusive plant and equipment),45403

Lend Lease,Lend Lease - ODM,TB-01-01-02-AH/01-01,Fibre Technician (inclusive plant and equipment) – outside working hours,Per Hour," $	83.48 ",Fibre Technician (inclusive plant and equipment) – outside working hours,45403

Lend Lease,Lend Lease - ODM,TB-01-01-03/01-01,Labourer,Per hour," $	58.09 ",Labourer,45403

